,Unnamed: 0,logs,cat
4134,4134,we went online looking for a couple of books ,shopping
3307,3307,I bought a brand new graphics card for my desktop,shopping
631,631,i bought dry fruit for tonight ,food
4770,4770,books bought,shopping
5785,5785,the mortgage is paid by the homeowner ,bills
2379,2379,and today i had to go home ,transport
6392,6392,electronic bill paid for,bills
646,646,to eat bread and eggs ,food
2169,2169,i went to chennai on a train ,transport
1619,1619,the car crash today ,transport
1756,1756,expenses for the journey,transport
2093,2093,the bike is out of repair ,transport
537,537,i went to the baker and bought the cakes for christmas,food
5560,5560,financial control bills,bills
4511,4511,i bought smart shoes ,shopping
2152,2152,today i went through kashmir on a plane ,transport
2255,2255,i took her to my house for the sake of the car ,transport
3186,3186,tickets for flights will be booked for next week,transport
5938,5938,bill for insurance,bills
5235,5235,downloaded with a card,shopping
641,641,for bread and eggs ,food
2318,2318,i booked a plane ticket for my way home ,transport
552,552,i bought some stuff at the super market ,food
4032,4032,i bought her a new microwave owen ,shopping
4941,4941,bought sports products,shopping
5432,5432,today i paid the same house ,bills
6385,6385,the state is law paid,bills
4910,4910,they re making uniforms for kids ,shopping
1069,1069,i had an afternoon of rest,food
2189,2189,booked two tickets on tuesday,transport
2752,2752,i was about to pump out my gas ,transport
5002,5002,bought gym equipment like stupidells ,shopping
3208,3208,i went down to the gas station to get some help ,transport
4081,4081,i bought a mouse and a keyboard for playing games ,shopping
5582,5582,it is just an old phone bill i paid my mobile bill ,bills
3840,3840,i ve bought him a new book ,shopping
1530,1530,my bike is busted ,transport
686,686,a bunch of money to buy fish for meat ,food
93,93,today i bought an american biryani!,food
4588,4588,purchased by the bride of the cloths,shopping
243,243,today i bought vegitables ,food
3466,3466,our new shoes are great ,shopping
4701,4701,i bought a ticket ,shopping
4977,4977,i bought hymming gloves ,shopping
190,190,bought 1 kg,food
2536,2536,petrol for today,transport
2557,2557,i just borrowed my car from the office for the rain ,transport
4683,4683,i bought a new joystick and,shopping
3939,3939,i bought a uniform ,shopping
1277,1277,i have breakfast out of the hotel ,transport
6155,6155,i only pay this monthly fee ,bills
497,497,today i bought my groceries ,food
3242,3242,i have bought two pair of jeans and matching shirt today,shopping
5332,5332,i bought a new t shirt ,shopping
1490,1490,i had to put petrol in my car ,transport
889,889,i bought some cookies and milk!,food
6509,6509,emi for the month is paid,bills
1872,1872,i was in us tonight ,transport
1804,1804,car repair shop,transport
2123,2123,i broke my car so i had to go ,transport
6457,6457,my elections are paid!,bills
4372,4372,i bought netflix free,shopping
5779,5779,mortgage is paid,bills
1307,1307,filled with fuel,transport
5387,5387,we bought a new bike last week ,bills
569,569,i went to get a couple of food shopping ,food
3789,3789,i bought my smartphone for big indians ,shopping
4534,4534,i just bought one new samsung ,shopping
341,341,you bought new food today ,food
2444,2444,i went for a short ride around the state ,transport
4029,4029,i bought you an microwave today ,shopping
2114,2114,my car broke down so i rode by myself ,transport
1894,1894,i ve just taken a short stroll today ,transport
5977,5977,the rent for my house was paid,bills
3314,3314,grey suits bought,shopping
4682,4682,the purchased new joysticks,shopping
1352,1352,petrol is full ,transport
3705,3705,new series of central led television,shopping
1935,1935,today i went to the drive and got rid of deisel in m cari where he ,transport
121,121,i took some candy today ,food
2241,2241,business travel expenses,transport
1783,1783,diesel fuel for vehicles,transport
735,735,today i purchased meatloaf and chips ,food
5912,5912,house rent fully paid up!,bills
6425,6425,the water board bill is paid,bills
526,526,he bought cakes at the bakery ,food
3955,3955,i bought a boys jersey ,shopping
3763,3763,i bought my t shirt jeans today ,shopping
935,935,money you saved for dinner ,food
5510,5510,water bill has taken over my house,bills
4558,4558,i bought a new car last year ,shopping
3336,3336,we did a trip and expenses ,shopping
3635,3635,the new amazon pact was great and you re right,shopping
5896,5896,the house in full is fully paid for,bills
2875,2875,i made a nice trip ,transport
1404,1404,purchase petrol,transport
2707,2707,fill the car with gasoline ,transport
6299,6299,i paid the monthly subscription fees for the month ,bills
2525,2525,fixed my bike ,transport
2428,2428,i had to fill the tank on the bike ,transport
3480,3480,buy ray bans sunglasses!,shopping
4062,4062,in addition i bought a laptop with speakers including many others i ve already purchased ,shopping
3101,3101,the fuel is in the car ,transport
830,830,purchased coconut and vegetable cake today,food
6412,6412,i paid my water in the month ,bills
3425,3425,i went to buy a jacket today ,shopping
1920,1920,i had to get petrol on today ,transport
1856,1856,i m going to see us today ,transport
4042,4042,a laptop computer has been purchased,shopping
2406,2406,filled my gas tank,transport
396,396,i bought one litre of milk and meat ,food
1481,1481,i had to take a diesel ,transport
875,875,food expenses,food
911,911,the price of spending at lunch,food
4635,4635,i bought a pair ,shopping
6355,6355,my insurance plan for today is paid ,bills
5067,5067,i ll just buy one new raincoat ,shopping
6232,6232,i filed my tax report ,bills
774,774,she bought the house for the bread ,food
2184,2184,i booked two tickets for train tickets ,transport
4694,4694,i bought a new lamp ,shopping
4352,4352,i ve just had a new set of t shirts ,shopping
2176,2176,booked 2 tickets ,transport
1133,1133,i bought sauce and noodles,food
2897,2897,day todays,transport
4647,4647,i paid for the new sunglasses ,shopping
3210,3210,i went to the petrol station ,transport
1313,1313,this is a big day today and i filled the gas pump ,transport
1088,1088,i bought some food in the afternoon!,food
5772,5772,i paid my monthly home charge ,bills
1905,1905,i just took a little ride today ,transport
1128,1128,purchased green vegetables,food
370,370,today i went shopping for vegetables ,food
2889,2889,i took the nice way ,transport
1784,1784,cost of diesel for cars,transport
6002,6002,the monthly loan was paid ,bills
3814,3814,i bought a laptop today and a mouse,shopping
1301,1301,filled gas,transport
801,801,i bought me a kilo of oats and 1 litre of olive oil ,food
4186,4186,went shopping for sneakers ,shopping
3743,3743,i bought my shoes today ,shopping
4420,4420,amazon order,shopping
5661,5661,my broadband is fully recovered ,bills
1971,1971,i only went by bus to the office today ,transport
4710,4710,i buy them for the film ,shopping
3150,3150,tickets on flight ,transport
4428,4428,amazon prime price,shopping
2531,2531,i fixed my bike it is okay ,transport
3843,3843,i bought a new comic book ,shopping
5707,5707,i only paid the house bills today ,bills
5463,5463,electricity bills paid for,bills
1395,1395,bought petrol ,transport
3950,3950,i bought a kid is uniform ,shopping
6295,6295,bill of the phone bills is fully paid ,bills
120,120,i had a snack ,food
3144,3144,flight tickets are ready ,transport
3725,3725,i bought a tv and i bought a cd ,shopping
5345,5345,grey suit purchased in korea,shopping
5766,5766,i paid all my rent this month ,bills
2402,2402,i m filling the gas ,transport
1186,1186,i had to fill diesel on my car,transport
1305,1305,fill the tank fill the tank,transport
433,433,what about food expenses?,food
3557,3557,i bought an amazon smartphone ,shopping
1552,1552,i had to walk behind the bus ,transport
822,822,i bought coconut and vegetables today ,food
866,866,a meal for my friends ,food
680,680,the money to buy food and fish ,food
6051,6051,emi pays monthly,bills
2408,2408,fill my petrol tank ,transport
6168,6168,i m paying for this year is taxes ,bills
3749,3749,today i bought shoes ,shopping
4018,4018,i bought an oven today ,shopping
4015,4015,today i went shopping for shoes ,shopping
249,249,today i happened to buy vegetables ,food
4346,4346,i bought a new pair of shorts ,shopping
4906,4906,making uniforms for kids ,shopping
6268,6268,i ve paid the loan from the month ,bills
2020,2020,i took another cab for a job ,transport
1688,1688,i bought petrol today ,transport
2492,2492,i have an extra allowance on my car repair ,transport
2213,2213,this day it was on my way to work with the office bus ,transport
2796,2796,all expenses on my trip to goa ,transport
2538,2538,petrol charges in today,transport
270,270,i bought noodles ,food
2054,2054,i went to college by uber ,transport
2330,2330,i booked a plane ticket on my way ,transport
5689,5689,internet broadband charges,bills
1470,1470,they went to the town on their way,transport
3845,3845,i read a new book ,shopping
638,638,i bought dry porridge and milk today,food
3959,3959,i went to the laundry room and bought a pair of pants ,shopping
5034,5034,i just bought my own movie ,shopping
6387,6387,the constitutional bill has paid,bills
3646,3646,purchased by sony camera,shopping
847,847,i bought some cashews and dried fruit ,food
4856,4856,they just have new bags for the office ,shopping
6463,6463,my elections are paid,bills
2021,2021,i took an uber to work ,transport
5085,5085,bought on a stationary line,shopping
2334,2334,i took uber to my office ,transport
5918,5918,i paid for the rent on the channel,bills
6293,6293,number of the bill payable in connection with the phone,bills
834,834,i brought the coconut and the flowers today ,food
6310,6310,i had a monthly subscription to television ,bills
3180,3180,flight tickets are on sale in another week ,transport
5419,5419,i m paying our rent today ,bills
2447,2447,i was on my bike and i went a short way around the country ,transport
2957,2957,this trip really impressed me ,transport
1063,1063,i had an afternoon snack ,food
1891,1891,he traveled to korea with his wife,transport
1101,1101,i ate dinner ,food
1900,1900,i took a little ride this morning ,transport
4974,4974,sports shoes for cycling,shopping
1566,1566,i went to the store today to fill up ,transport
4110,4110,i bought a xbox from him today ,shopping
1339,1339,the petrol is filled with air,transport
2285,2285,expense of an auto to the office ,transport
6326,6326,paying house bills,bills
4312,4312,paid for all new and modern smartphone,shopping
5325,5325,i bought a new black suit for the occasion ,shopping
1735,1735,i went for the ride to where wayne was ,transport
1579,1579,and i went on a ride with my bike ,transport
4219,4219,i came to buy shoes today ,shopping
241,241,i happened to buy vegitables,food
5503,5503,water costs,bills
974,974,order a healthy meal from uber eats,food
3095,3095,my car is filled with oil ,transport
1190,1190,i went to the gas station today to fill gas,transport
5622,5622,you paid my bank notes today,bills
3244,3244,i bought kids uniform,shopping
3521,3521,i really like the new saree and i want to buy one ,shopping
2888,2888,i went somewhere nice ,transport
1860,1860,i went to us today and ,transport
1008,1008,i sent from swiggy ,food
622,622,i bought fruit and milk today for the holidays ,food
5088,5088,purchased at the scene of the accident,shopping
2400,2400,i filled the car full of petrol ,transport
1547,1547,i had to run by the bus ,transport
5892,5892,i paid my rent to the house ,bills
3527,3527,i really liked the new house i bought it ,shopping
4137,4137,i bought a book about luring monkeys today ,shopping
4440,4440,expenditure on purchases,shopping
3380,3380,i bought everything about shirts ,shopping
4875,4875,i just buy new luggage for my office ,shopping
6461,6461,my elected state accounts are paid,bills
2533,2533,the cars in today will charge the gas,transport
3469,3469,new addidas boots great ,shopping
5382,5382,a brand new bike ,bills
4345,4345,i just bought you a new shirt ,shopping
1775,1775,price for diesel car,transport
5529,5529,i paid my rent today ,bills
5486,5486,electricty bill was very large this month so we ve got the whole budget ,bills
1747,1747,i was on my way to waynad,transport
2048,2048,uber price,transport
5554,5554,my house bill came due ,bills
6020,6020,my em is paid,bills
1225,1225,I took auto to home,transport
789,789,one liter of oil is being consumed today ,food
1199,1199,i went for ride to waynad,transport
4553,4553,i bought a new radio ,shopping
971,971,order food from uber eats,food
5312,5312,new cologne bought from her ,shopping
4289,4289,i bought a new camera and i didn not think i was gon na shoot ,shopping
4178,4178,going for shopping with sneakers!,shopping
6108,6108,i have the money on my bike for this month ,bills
4207,4207,my shopping expenses ,shopping
2693,2693,fuel in a car ,transport
5183,5183,i bought a new headphone to hear it ,shopping
363,363,today i go shopping ,food
96,96,today i bought birim ,food
2592,2592,i was on my bike ,transport
2064,2064,i went to college at uber ,transport
6239,6239,i have a full refund for this year is car ,bills
3198,3198,i went to the gas station where the tank was ,transport
2126,2126,my car broke down so i had to buy an uber ,transport
1415,1415,i m going to kochi tomorrow ,transport
4569,4569,i bought the car today ,shopping
1540,1540,i had to go bus free ,transport
5041,5041,purchased speakers for sale,shopping
4743,4743,i bought some new novels in new york ,shopping
976,976,order food through uber zach and eat it ,food
748,748,i bought cream cookies and chips ,food
5380,5380,bought a motorcycle,bills
6238,6238,i ve got my full car insurance!,bills
2522,2522,i fixed it by my bike!,transport
2002,2002,i m going to the office today ,transport
934,934,we have to we need money to eat ,food
5207,5207,i bought a new graphics board ,shopping
425,425,i would like that for lunch for dinner,food
9,9,they buy their meals in the hotel ,food
2934,2934,i went for a short trip on mars ,transport
6401,6401,i paid the water bills for three months before ,bills
3664,3664,amazon gamebook from amazon,shopping
5120,5120,printer for injection,shopping
5421,5421,today i have received home rent,bills
1757,1757,fare for departure,transport
3487,3487,buy ray ban is sunglasses today ,shopping
1011,1011,i ordered from jaggy ,food
2416,2416,i had to fill my batteries on my bike ,transport
3877,3877,i bought an online fridge today ,shopping
1042,1042,i ordered burger from uber eats ,food
5318,5318,i bought a new black dress for you!,shopping
5302,5302,a new cologne has been purchased ,shopping
5476,5476,the law to elective elections is very high this month,bills
2216,2216,today i had to get on my bus ,transport
1165,1165,today amount spent on lunch,food
337,337,i bought an hourglass of coffee and tea ,food
4699,4699,i bought the tickets ,shopping
5110,5110,i bought a paper printer for my hair ,shopping
4017,4017,i bought an ice cream today ,shopping
1197,1197,filled 10 litre of diesel on my car,transport
6466,6466,my elections are paid ,bills
3437,3437,i bought some nike shoes ,shopping
1827,1827,i was in the office of the bus ,transport
4747,4747,i bought some new novels today ,shopping
5865,5865,payment bill,bills
1655,1655,today my car is not working,transport
2468,2468,i went into my office for the rain ,transport
3580,3580,today i purchased an internet connection to the iphone 8 ,shopping
4404,4404,i bought amazon is prime rib for a month ,shopping
3148,3148,flights booked,transport
2057,2057,i went to university ,transport
5319,5319,i bought a black coat ,shopping
5532,5532,i paid my rent in the morning ,bills
5807,5807,ems bills are paid,bills
4723,4723,i bought tickets to films in exchange for money ,shopping
6011,6011,i paid back my loan ,bills
4582,4582,a cloth for a married man,shopping
1110,1110,dinner ,food
633,633,i bought dried fruits milk ,food
6450,6450,current pay in month,bills
2453,2453,it was a car to use the office because of the rain ,transport
3215,3215,went for shoe shopping,shopping
1022,1022,ben eats food ,food
1238,1238,fixed my bike,transport
865,865,i would like you to spend the meal for me ,food
1821,1821,i took the bus to the office it is not the first time ,transport
1824,1824,i went to the office bus ,transport
5544,5544,my house bill is still paid ,bills
259,259,today i went shopping for vegitables again ,food
1519,1519,the bike broke down today ,transport
1694,1694,i filled my car with diesel ,transport
3604,3604,i bought the playstation from playstation ,shopping
941,941,i got bread and jam ,food
4960,4960,athletic shoes,shopping
2883,2883,i went for a walk ,transport
623,623,i bought some dried fruits and milk and here is the deal ,food
2851,2851,i had to pump gasoline on my car today ,transport
1426,1426,today i went to kochi ,transport
4079,4079,i bought a mouse and mouse ,shopping
5228,5228,cpu card bought,shopping
2779,2779,a salary for my trip away,transport
1654,1654,my car is empty today ,transport
3974,3974,i went to buy jeans and got a pair of trousers ,shopping
2653,2653,the amount to the gas pump eur ,transport
230,230,today i bought food at the hotel ,food
5994,5994,my rent is fixed,bills
1812,1812,vehicle insurance costs,transport
1539,1539,he wanted to take me to bus,transport
6035,6035,my emi are paying for everything ,bills
2417,2417,i had to refill gas on the bike ,transport
5550,5550,my house has been paid and paid ,bills
3459,3459,new addidas shoes ,shopping
3138,3138,tickets are on board,transport
3751,3751,bought shoes,shopping
5331,5331,i bought black suits ,shopping
1461,1461,he went for a walk in the city ,transport
4515,4515,i bought a smart clock ,shopping
4437,4437,amount for shopping,shopping
2661,2661,amount of gas station on line,transport
2305,2305,i want to go on a train ,transport
4911,4911,made by uniform,shopping
3850,3850,i just got a new book ,shopping
2356,2356,uber charge,transport
3349,3349,i went for a ride and the expense ,shopping
3374,3374,it is shopping from the shoe store,shopping
4524,4524,i just bought a new samsung tv ,shopping
3014,3014,the second class of ac trains are booked as train services ,transport
2136,2136,today i m flying to kashmir ,transport
3802,3802,and today i bought a computer keyboard ,shopping
756,756,today i bought cream cheese and chips ,food
5884,5884,i paid for the house ,bills
2338,2338,i took an uber into office and i didn not even know him ,transport
3337,3337,i went for a trip ,shopping
1627,1627,my car was destroyed today ,transport
502,502,i bought ice cream and bread from you!,food
1493,1493,that it for a trip,transport
4418,4418,amazon prime purchase,shopping
4193,4193,i went for a snack at sneaker shopping ,shopping
4625,4625,i bought a pair of jeans and i m going to get some shoes ,shopping
3228,3228,the new amazon deal was great and i bought a laptop,shopping
4925,4925,bought pre made uniforms,shopping
6357,6357,i have to pay my taxes every semester ,bills
2283,2283,depreciation from home for office,transport
1591,1591,we went on my bike for a walk,transport
2128,2128,my car exploded so i had to go by uber ,transport
5566,5566,bank credit bill paid,bills
320,320,we were in the market today and i bought coffee and tea ,food
1548,1548,i had to catch the bus ,transport
5292,5292,i bought perfume and tients ,shopping
1948,1948,today i rode out of the car and started talking to deisel ,transport
6049,6049,emi is monthly salary is paid,bills
2876,2876,i just got off on a nice trip ,transport
81,81,i bought biryani today ,food
3420,3420,i had something today i went to buy a jacket ,shopping
5647,5647,mobile payment account complete,bills
2360,2360,uber fee,transport
4458,4458,i bought a new watch ,shopping
3099,3099,the petrol is in my car ,transport
5767,5767,i paid this month is mortgage for the house ,bills
3607,3607,i bought my playstation from flipaart ,shopping
2487,2487,the cost of driving my car,transport
1152,1152,spend on bread and eggs,food
5915,5915,house prices are fully repaid in full,bills
2725,2725,i went to the gas station and put in a new carton ,transport
6456,6456,the electrains are paid for by my rules ,bills
5064,5064,i just bought a new hat ,shopping
2079,2079,no i had to go through uber today ,transport
920,920,a lot of money to eat for dinner ,food
19,19,i m buying groceries at the hotel ,food
2549,2549,petrol charges today ,transport
6032,6032,my emi is a full time worker ,bills
6219,6219,i have my annual returns ,bills
2287,2287,auto purchase from the house to the office,transport
2697,2697,fill the petrol tanks,transport
6283,6283,the bill for the telephone is fully paid ,bills
4869,4869,i ll buy new bags for your office ,shopping
3777,3777,for big indian businesses i purchased the phones and computers,shopping
1129,1129,bought 1 kg chicken,food
4293,4293,i bought a new tv ,shopping
3300,3300,I just bought a new rain jacket,shopping
559,559,i bought some stuff online from supermarket ,food
4529,4529,i just bought the new samsung ,shopping
983,983,i gave them my breakfast swiggy ,food
239,239,today i buy,food
3888,3888,today i bought a fridge from the website ,shopping
5031,5031,i ve just bought a new film ,shopping
4705,4705,i bought the tickets to the cinema ,shopping
593,593,i bought food from that super ,food
2809,2809,all expenses were taken to goa ,transport
1758,1758,expenses for a ride,transport
744,744,today i bought pancakes and chips ,food
6263,6263,i paid you a monthly account!,bills
5096,5096,but what a color printer,shopping
1473,1473,that was a big day and i had to fill my fuel on my car ,transport
3971,3971,i went shopping for my pants ,shopping
3372,3372,i went shopping for a shoes ,shopping
1781,1781,cost of diesel for the vehicle,transport
3234,3234,purchased pair of shoes today,shopping
5350,5350,grey suit ,shopping
4673,4673,i bought a new notebook for macbook ,shopping
4497,4497,i bought a smartwatch ,shopping
86,86,and today i bought the biryani ,food
692,692,i didn not get any money to buy fish and meat ,food
1708,1708,i filled ten litres of diesel on the car ,transport
2120,2120,my car broke because i was driving under uber ,transport
5427,5427,i paid the house today ,bills
727,727,today i bought a hamburger ,food
4782,4782,and i bought some new books today ,shopping
2721,2721,he went to the gas station and checked the engine ,transport
2713,2713,he went to the gas station and he filled the tank,transport
6221,6221,i filed a tax return ,bills
5290,5290,he is got to be there todo i bought perfume and cologne that ,shopping
2750,2750,i took the gas tank to keep the gas on,transport
2209,2209,i went to the city train today ,transport
2200,2200,i went to the train in my office today ,transport
4170,4170,i m going to the bookstore and i bought a couple of books ,shopping
5127,5127,print printer bought,shopping
2455,2455,i took the car to my office cause it was raining ,transport
3145,3145,flights are booked ,transport
2491,2491,the amount of cash i have to fix my car,transport
2619,2619,they went to homw city ,transport
6368,6368,i have to pay the tax return for the year ,bills
2749,2749,i went for my own gas ,transport
4920,4920,purchased in uniforms,shopping
2091,2091,i had to stop uber today ,transport
4329,4329,smartphone,shopping
55,55,today i ate cold drinks and snacks ,food
4021,4021,i bought a microwave wasting my day ,shopping
4416,4416,a d c of the bought amazonprime account,shopping
2968,2968,this trip ,transport
6025,6025,my emi is all yours ,bills
4064,4064,i bought a computer and many other gadgets with the speakers ,shopping
1170,1170,I have ordered from swiggy,food
3397,3397,i bought jeans and my shirt today,shopping
4481,4481,smartwatch is bought,shopping
6452,6452,current annual salary for a month shall be paid ,bills
1150,1150,Today i purchased fresh fruits and vegetables,food
5066,5066,i bought a new raincoat ,shopping
764,764,bought the groceries bread ,food
3574,3574,i bought the smartphone from amazon ,shopping
4985,4985,i bought a glove that made my skin soft ,shopping
4089,4089,i bought a mouse for fun and a keyboard,shopping
4808,4808,new book purchase,shopping
4555,4555,i bought a new smartphone ,shopping
2414,2414,i had to fill up with gasoline,transport
2014,2014,i took uber to work ,transport
1715,1715,i came to kollam today ,transport
824,824,purchased by coconut today,food
1224,1224,bus travel expense,transport
50,50,today i bought cold drinks and snacks ,food
3703,3703,new tv coverage for digital video,shopping
1232,1232,filled petrol on my car,transport
6278,6278,the bill for the phone bill is paid,bills
2239,2239,onboard travel expenses,transport
167,167,green vegetables purchased,food
5806,5806,irish bills paid,bills
416,416,today i bought rice and food ,food
2451,2451,i went for a brief trip on my bicycle ,transport
2711,2711,fill in the petrol tank for the car,transport
5811,5811,ems pays,bills
5521,5521,i paid a house mortgage today and i got a check ,bills
5297,5297,new cologne ,shopping
5159,5159,earphones ,shopping
1123,1123,coffee and fried chips today,food
5523,5523,i paid for the rent of my house today ,bills
5502,5502,the water bill has been paid!,bills
711,711,i bought fish and chips today and there is nothing wrong with it ,food
3448,3448,i bought a pair of my shoes from nikei ,shopping
845,845,i bought a couple of cashews and dried fruit ,food
5567,5567,the water authority is accounts,bills
6276,6276,the amount to be paid by the bill on the phone,bills
4644,4644,i paid for a new pair of sunglasses ,shopping
326,326,he bought me some coffee and tea but i got no appetite ,food
434,434,that was the food for me ,food
5036,5036,sold in speakers,shopping
2340,2340,i took uber to office to give you this ,transport
488,488,i bought vegable today ,food
5069,5069,i ve just bought a new winter jacket ,shopping
294,294,purchase of milk and milk for milk,food
3106,3106,i ll fill my car with petrol ,transport
1984,1984,as a result of the rain i had to take the taxi to the office ,transport
2710,2710,fill the gas out,transport
4438,4438,purchase expenses,shopping
6123,6123,postpaid bill is charged to mobile account,bills
6252,6252,i ve got a full year on my car ,bills
613,613,today i bought fresh fruits and vegetables ,food
2647,2647,amount of paid for gasoline consumption,transport
4306,4306,paid full for new phones,shopping
3708,3708,purchase of a new led television,shopping
3115,3115,ticket sales,transport
4402,4402,the prime was purchased in amazon ,shopping
2443,2443,i started off on the bike for a short ride but i rode all the way around the state,transport
6181,6181,this year the tax must be paid ,bills
2392,2392,i have to go tonight to my house for a bus ,transport
962,962,order food up by uber foods ,food
2018,2018,i took a cab to work,transport
1043,1043,i called burger uber eats today ,food
1163,1163,my expense for meals,food
1117,1117,i had something to eat ,food
6432,6432,water authority bills are not paid ,bills
4396,4396,for a month i bought a 100 per hour amazon prime ,shopping
3112,3112,my car is filled,transport
2320,2320,i booked a flight ticket to paris ,transport
4718,4718,i bought tickets for the movie at the cinema ,shopping
4139,4139,i bought a book about larking in the tropics today ,shopping
2748,2748,i went down to the gas station to get something to drink ,transport
263,263,i bought the noodles ,food
3293,3293,purchased ready made uniforms,shopping
2611,2611,my car needs repairs don not forget ,transport
524,524,i went shopping bought cakes ,food
6111,6111,i ve got a full month of emi for the ride ,bills
5063,5063,i bought a new vest and rain pants ,shopping
3599,3599,i bought a game from flipkart ,shopping
1819,1819,in office i came to bus station ,transport
6524,6524,my insurance premium for this month is paid,bills
1882,1882,from korea,transport
5151,5151,bought a replacement headphone ,shopping
5061,5061,i m going to buy me a new raincoat ,shopping
3498,3498,the new pants i bought today have an elastic ,shopping
274,274,i made my sauce and my noodles ,food
2236,2236,travel costs from travel,transport
4242,4242,a new fridge ,shopping
1528,1528,my bike crashed today ,transport
3656,3656,a play console from amazon,shopping
2859,2859,the expense of my trip ,transport
3565,3565,i bought a smartphone for amazon ,shopping
6451,6451,current payment appropriations for the month have been paid ,bills
375,375,today i bought vegetables for myself ,food
3110,3110,my car is full,transport
101,101,i bought them for my tea ,food
1862,1862,i came to our place today,transport
1555,1555,i went to the gas station to get rid of the gas ,transport
5428,5428,today i paid for the house ,bills
5360,5360,i ll buy my own bike ,shopping
6460,6460,my electrodynamic bills are paid ,bills
5007,5007,i bought gym equipment like dumbells ,shopping
705,705,i bought a fish sandwich today ,food
3010,3010,i booked a ride ticket on his way ,transport
5195,5195,i bought a new audi ,shopping
3001,3001,i booked a train ,transport
1937,1937,today i drove around and i took deisel with me for the road,transport
1638,1638,i have a car repair ,transport
5171,5171,purchased headphones,shopping
1428,1428,today i travelled to kochi and met her ,transport
6054,6054,emi for month,bills
4366,4366,i bought netflix ,shopping
5613,5613,paid bill paid ,bills
2019,2019,my uber went to work ,transport
481,481,i bought vegables today ,food
770,770,bought everything from house to bread ,food
6343,6343,my premium for the insurance of this month will be paid ,bills
3766,3766,today i bought shoes from you ,shopping
506,506,you bought ice cream and bread today ,food
560,560,he went to the market for a little shopping ,food
2307,2307,he was on a train on the train ,transport
2433,2433,on a long trip on my bike ,transport
299,299, he sold eggs and milk,food
723,723,today i bought burger and sandwich ,food
122,122,i had some snacks today ,food
675,675,i bought breakfast today ,food
4918,4918,bought readymade uniforms,shopping
2584,2584,the petrol came in my car ,transport
3477,3477,buy ray ban is sunglasses today,shopping
6470,6470,my elective bills are paid ,bills
2332,2332,i ordered a plane tickets for the flight ,transport
235,235,today i ate dinner ,food
5692,5692,broadband internet connections are being paid ,bills
2811,2811,all expenses for our journey to goa,transport
5771,5771,i paid half your house ,bills
898,898,i bought cookies today ,food
3987,3987,there is two sets of trousers and clothes today ,shopping
915,915,today is lunch is spent ,food
5056,5056,it just wasn not raining and i bought a new jacket ,shopping
3368,3368,i went shopping ,shopping
3021,3021,the second class of the ac train runs on a fixed number of days from,transport
2785,2785,expenses on my trip ,transport
6300,6300,i used monthly subscriptions,bills
5473,5473,electricity bill paid,bills
2803,2803,travel expenses for my trip to goa ,transport
1876,1876,i have traveled to korea ,transport
6007,6007,i paid all this month ,bills
3445,3445,i bought a pair of jokers ,shopping
2986,2986,booked ticket for delhi,transport
3818,3818,i bought me a new pair of rain trousers today ,shopping
1978,1978,i had a cab from the cab to my office ,transport
6508,6508,my emi are all paid,bills
1407,1407,purchase of fuel,transport
2831,2831,i made gas into my motorbike ,transport
3738,3738,i bought new shoes today ,shopping
1854,1854,i went to us today ,transport
3962,3962,and i went to the store bought my trousers ,shopping
2589,2589,gasoline is on the car ,transport
408,408,i bought rice chicken and things in my life ,food
2979,2979,a reserved flight to delhi,transport
419,419,today i bought rice chicken and a few other things,food
3902,3902,he bought two jeans and a matching shirt ,shopping
5616,5616,my phone is today ,bills
2226,2226,today i had to sit on the bus,transport
5445,5445,i had to pay the rent myself ,bills
5057,5057,i bought a new coat ,shopping
1799,1799,the expenses for repair of car,transport
1599,1599,the bike is not going,transport
910,910,dinner costs today,food
5735,5735,electricity has been fully repaid ,bills
5508,5508,water bill ,bills
1955,1955,i just went to go to the office today ,transport
5745,5745,my house is paid for ,bills
184,184,bought 1 pound,food
1338,1338,petrol is full,transport
3572,3572,i bought my phone in amazon ,shopping
1328,1328,today i spilled gasoline ,transport
4913,4913,make an army uniform,shopping
118,118,i bought orea biscuits for coffee ,food
6346,6346,i paid my insurance for this month ,bills
4502,4502,and i bought a smartwatch!,shopping
5533,5533,i paid the rent tonight ,bills
2155,2155,we went to chennai to train,transport
554,554,i bought the stuff from a superstore ,food
1570,1570,i went to the petrol station today and got a refill ,transport
6244,6244,i ve got a full amount this year of insurance for my car ,bills
6247,6247,i ve got my whole insurance for this year ,bills
583,583,i bought all my food out of the superstore today ,food
5065,5065,i just bought a new raincoat ,shopping
46,46,he bought me the best drinks today ,food
2263,2263,i took my car to work ,transport
3685,3685,i bought a smartphone ,shopping
2928,2928,gas is already on my car ,transport
1172,1172,I have ordered burger throught uber eats,food
5777,5777,the mortgage will be paid ,bills
1650,1650,i have to take care of my car today ,transport
1560,1560,i went to the pump to fill the tank ,transport
160,160,the green green vegetables,food
3224,3224,i purchased the new clothing range today,shopping
850,850,bought some nuts from the cashew and dried fruits ,food
4758,4758,novelties,shopping
2840,2840,i had to get petrol to my car today ,transport
165,165,bought vegetables of green,food
1299,1299,i fill the tank with gasoline,transport
2560,2560,i took my car the rain didn not go down,transport
4074,4074,i bought a laptop with speakers and other,shopping
5546,5546,our bill has completely paid ,bills
6034,6034,my emi pays,bills
